FY,Month (abbv),Component,Region,Land Filter,Area of Responsibility,Drug Type,Count of Event,Sum Qty (lbs)
2020,MAR,Office of Field Operations,Northern Border,Other,BUFFALO FIELD OFFICE,Lsd,3,0.005952481
2020,MAR,Office of Field Operations,Northern Border,Other,BUFFALO FIELD OFFICE,Marijuana,18,12.79137476
2020,MAR,Office of Field Operations,Northern Border,Other,BUFFALO FIELD OFFICE,Other Drugs**,48,5.30434407
2020,MAR,Office of Field Operations,Northern Border,Other,DETROIT FIELD OFFICE,Fentanyl,12,0.114816746
2020,MAR,Office of Field Operations,Northern Border,Other,DETROIT FIELD OFFICE,Lsd,36,0.103330662
2020,MAR,Office of Field Operations,Northern Border,Other,DETROIT FIELD OFFICE,Marijuana,14,5.942824827
2020,MAR,Office of Field Operations,Northern Border,Other,DETROIT FIELD OFFICE,Other Drugs**,84,12.97817244
2020,MAR,Office of Field Operations,Northern Border,Other,PORTLAND FIELD OFFICE,Marijuana,2,2.940966575
2020,MAR,Office of Field Operations,Northern Border,Other,PORTLAND FIELD OFFICE,Other Drugs**,6,38.05288873
2020,MAR,Office of Field Operations,Northern Border,Other,SEATTLE FIELD OFFICE,Cocaine,1,0.007495717
2020,MAR,Office of Field Operations,Northern Border,Other,SEATTLE FIELD OFFICE,Ecstasy,2,0.030423792
2020,MAR,Office of Field Operations,Northern Border,Other,SEATTLE FIELD OFFICE,Fentanyl,1,0.006613868
2020,MAR,Office of Field Operations,Northern Border,Other,SEATTLE FIELD OFFICE,Lsd,17,0.094798773
2020,MAR,Office of Field Operations,Northern Border,Other,SEATTLE FIELD OFFICE,Marijuana,36,45.45865704
2020,MAR,Office of Field Operations,Northern Border,Other,SEATTLE FIELD OFFICE,Other Drugs**,83,43.25116841
2020,MAR,Office of Field Operations,Southwest Border,Land Only,EL PASO FIELD OFFICE,Cocaine,7,73.70099716
2020,MAR,Office of Field Operations,Southwest Border,Land Only,EL PASO FIELD OFFICE,Ecstasy,1,2.20E-05
2020,MAR,Office of Field Operations,Southwest Border,Land Only,EL PASO FIELD OFFICE,Fentanyl,1,0.617294334
2020,MAR,Office of Field Operations,Southwest Border,Land Only,EL PASO FIELD OFFICE,Ketamine,1,1.918683066
2020,MAR,Office of Field Operations,Southwest Border,Land Only,EL PASO FIELD OFFICE,Marijuana,32,1872.600633
2020,MAR,Office of Field Operations,Southwest Border,Land Only,EL PASO FIELD OFFICE,Methamphetamine,8,105.6964427
2020,MAR,Office of Field Operations,Southwest Border,Land Only,EL PASO FIELD OFFICE,Other Drugs**,8,32.05252326
2020,MAR,Office of Field Operations,Southwest Border,Land Only,LAREDO FIELD OFFICE,Cocaine,16,214.4413494
2020,MAR,Office of Field Operations,Southwest Border,Land Only,LAREDO FIELD OFFICE,Ecstasy,1,0.014043446
2020,MAR,Office of Field Operations,Southwest Border,Land Only,LAREDO FIELD OFFICE,Heroin,5,31.70908714
2020,MAR,Office of Field Operations,Southwest Border,Land Only,LAREDO FIELD OFFICE,Marijuana,30,16675.84063
2020,MAR,Office of Field Operations,Southwest Border,Land Only,LAREDO FIELD OFFICE,Methamphetamine,20,2978.150181
2020,MAR,Office of Field Operations,Southwest Border,Land Only,LAREDO FIELD OFFICE,Other Drugs**,23,164.2439222
2020,MAR,Office of Field Operations,Southwest Border,Land Only,SAN DIEGO FIELD OFFICE,Cocaine,18,302.0721223
2020,MAR,Office of Field Operations,Southwest Border,Land Only,SAN DIEGO FIELD OFFICE,Ecstasy,1,0.000661387
2020,MAR,Office of Field Operations,Southwest Border,Land Only,SAN DIEGO FIELD OFFICE,Fentanyl,15,112.82606
2020,MAR,Office of Field Operations,Southwest Border,Land Only,SAN DIEGO FIELD OFFICE,Heroin,20,165.8902462
2020,MAR,Office of Field Operations,Southwest Border,Land Only,SAN DIEGO FIELD OFFICE,Ketamine,1,0.07605948
2020,MAR,Office of Field Operations,Southwest Border,Land Only,SAN DIEGO FIELD OFFICE,Marijuana,64,8.730305575
2020,MAR,Office of Field Operations,Southwest Border,Land Only,SAN DIEGO FIELD OFFICE,Methamphetamine,112,4087.909654
2020,MAR,Office of Field Operations,Southwest Border,Land Only,SAN DIEGO FIELD OFFICE,Other Drugs**,44,224.1435849
2020,MAR,Office of Field Operations,Southwest Border,Land Only,TUCSON FIELD OFFICE,Cocaine,10,105.6102861
2020,MAR,Office of Field Operations,Southwest Border,Land Only,TUCSON FIELD OFFICE,Fentanyl,17,89.68400409
2020,MAR,Office of Field Operations,Southwest Border,Land Only,TUCSON FIELD OFFICE,Heroin,15,112.7615748
2020,MAR,Office of Field Operations,Southwest Border,Land Only,TUCSON FIELD OFFICE,Marijuana,20,1167.441749
2020,MAR,Office of Field Operations,Southwest Border,Land Only,TUCSON FIELD OFFICE,Methamphetamine,25,1280.638913
2020,MAR,Office of Field Operations,Southwest Border,Land Only,TUCSON FIELD OFFICE,Other Drugs**,7,0.76581976
2020,MAR,Office of Field Operations,Southwest Border,Other,EL PASO FIELD OFFICE,Marijuana,1,110.8488663
2020,MAR,Office of Field Operations,Southwest Border,Other,EL PASO FIELD OFFICE,Other Drugs**,2,2.355661316
2020,MAR,Office of Field Operations,Southwest Border,Other,LAREDO FIELD OFFICE,Cocaine,2,12.40307458
2020,MAR,Office of Field Operations,Southwest Border,Other,LAREDO FIELD OFFICE,Marijuana,1,0.002469177
2020,MAR,Office of Field Operations,Southwest Border,Other,SAN DIEGO FIELD OFFICE,Methamphetamine,2,0.00970034
2020,MAR,Office of Field Operations,Southwest Border,Other,TUCSON FIELD OFFICE,Marijuana,12,25.2239472
2020,MAR,Office of Field Operations,Southwest Border,Other,TUCSON FIELD OFFICE,Methamphetamine,2,0.005335187
2020,MAR,Office of Field Operations,Southwest Border,Other,TUCSON FIELD OFFICE,Other Drugs**,2,0.483694203
2020,MAR,U.S. Border Patrol,Coastal/Interior,Other,MIAMI SECTOR,Cocaine,6,2.7928
2020,MAR,U.S. Border Patrol,Coastal/Interior,Other,MIAMI SECTOR,Marijuana,6,45.1548
2020,MAR,U.S. Border Patrol,Coastal/Interior,Other,MIAMI SECTOR,Methamphetamine,1,5.2281
2020,MAR,U.S. Border Patrol,Coastal/Interior,Other,NEW ORLEANS SECTOR,Marijuana,2,234.2044
2020,MAR,U.S. Border Patrol,Coastal/Interior,Other,NEW ORLEANS SECTOR,Methamphetamine,1,0.0044
2020,MAR,U.S. Border Patrol,Coastal/Interior,Other,RAMEY SECTOR,Cocaine,2,1731.785
2020,MAR,U.S. Border Patrol,Northern Border,Land Only,BLAINE SECTOR,Cocaine,1,0.022
2020,MAR,U.S. Border Patrol,Northern Border,Land Only,BLAINE SECTOR,Heroin,1,0.0004
2020,MAR,U.S. Border Patrol,Northern Border,Land Only,BLAINE SECTOR,Methamphetamine,2,0.0117
2020,MAR,U.S. Border Patrol,Northern Border,Land Only,BLAINE SECTOR,Other Drugs**,1,0.0007
2020,MAR,U.S. Border Patrol,Northern Border,Land Only,BUFFALO SECTOR,Cocaine,2,2.3915
2020,MAR,U.S. Border Patrol,Northern Border,Land Only,BUFFALO SECTOR,Marijuana,1,4.56
2020,MAR,U.S. Border Patrol,Northern Border,Land Only,DETROIT SECTOR,Marijuana,1,0.1172
2020,MAR,U.S. Border Patrol,Northern Border,Land Only,GRAND FORKS SECTOR,Methamphetamine,1,26
2020,MAR,U.S. Border Patrol,Northern Border,Land Only,HAVRE SECTOR,Heroin,1,0.1975
2020,MAR,U.S. Border Patrol,Northern Border,Land Only,HAVRE SECTOR,Marijuana,1,0.0022
2020,MAR,U.S. Border Patrol,Northern Border,Land Only,HAVRE SECTOR,Methamphetamine,2,0.0022
2020,MAR,U.S. Border Patrol,Northern Border,Land Only,HOULTON SECTOR,Cocaine,1,0.0004
2020,MAR,U.S. Border Patrol,Northern Border,Land Only,HOULTON SECTOR,Heroin,1,0.0053
2020,MAR,U.S. Border Patrol,Northern Border,Land Only,HOULTON SECTOR,Marijuana,4,0.0567
2020,MAR,U.S. Border Patrol,Northern Border,Land Only,HOULTON SECTOR,Methamphetamine,3,0.0072
2020,MAR,U.S. Border Patrol,Northern Border,Land Only,HOULTON SECTOR,Other Drugs**,2,0.022
2020,MAR,U.S. Border Patrol,Northern Border,Land Only,SPOKANE SECTOR,Cocaine,1,0.0066
2020,MAR,U.S. Border Patrol,Northern Border,Land Only,SPOKANE SECTOR,Marijuana,1,0.5127
2020,MAR,U.S. Border Patrol,Northern Border,Land Only,SWANTON SECTOR,Cocaine,1,0.022
2020,MAR,U.S. Border Patrol,Northern Border,Land Only,SWANTON SECTOR,Marijuana,8,1.0977
2020,MAR,U.S. Border Patrol,Northern Border,Land Only,SWANTON SECTOR,Other Drugs**,2,0.0409
2020,MAR,U.S. Border Patrol,Southwest Border,Land Only,BIG BEND SECTOR,Marijuana,26,1020.4221
2020,MAR,U.S. Border Patrol,Southwest Border,Land Only,BIG BEND SECTOR,Methamphetamine,3,1.575
2020,MAR,U.S. Border Patrol,Southwest Border,Land Only,BIG BEND SECTOR,Other Drugs**,6,1.9099
2020,MAR,U.S. Border Patrol,Southwest Border,Land Only,DEL RIO SECTOR,Marijuana,9,79.7882
2020,MAR,U.S. Border Patrol,Southwest Border,Land Only,DEL RIO SECTOR,Methamphetamine,4,0.0451
2020,MAR,U.S. Border Patrol,Southwest Border,Land Only,EL CENTRO SECTOR,Fentanyl,1,17.4
2020,MAR,U.S. Border Patrol,Southwest Border,Land Only,EL CENTRO SECTOR,Marijuana,7,0.8571
2020,MAR,U.S. Border Patrol,Southwest Border,Land Only,EL CENTRO SECTOR,Methamphetamine,6,86.6889
2020,MAR,U.S. Border Patrol,Southwest Border,Land Only,EL PASO SECTOR,Cocaine,1,10.35
2020,MAR,U.S. Border Patrol,Southwest Border,Land Only,EL PASO SECTOR,Ecstasy,1,0.0014
2020,MAR,U.S. Border Patrol,Southwest Border,Land Only,EL PASO SECTOR,Fentanyl,1,0.8818
2020,MAR,U.S. Border Patrol,Southwest Border,Land Only,EL PASO SECTOR,Heroin,3,0.2281
2020,MAR,U.S. Border Patrol,Southwest Border,Land Only,EL PASO SECTOR,Marijuana,24,404.7949
2020,MAR,U.S. Border Patrol,Southwest Border,Land Only,EL PASO SECTOR,Methamphetamine,9,16.2985
2020,MAR,U.S. Border Patrol,Southwest Border,Land Only,EL PASO SECTOR,Other Drugs**,4,0.1764
2020,MAR,U.S. Border Patrol,Southwest Border,Land Only,LAREDO SECTOR,Cocaine,2,7.7197
2020,MAR,U.S. Border Patrol,Southwest Border,Land Only,LAREDO SECTOR,Heroin,2,0.0066
2020,MAR,U.S. Border Patrol,Southwest Border,Land Only,LAREDO SECTOR,Marijuana,14,2057.9184
2020,MAR,U.S. Border Patrol,Southwest Border,Land Only,LAREDO SECTOR,Methamphetamine,1,0.0073
2020,MAR,U.S. Border Patrol,Southwest Border,Land Only,LAREDO SECTOR,Other Drugs**,2,0.011
2020,MAR,U.S. Border Patrol,Southwest Border,Land Only,RIO GRANDE VALLEY SECTOR,Cocaine,9,188.1348
2020,MAR,U.S. Border Patrol,Southwest Border,Land Only,RIO GRANDE VALLEY SECTOR,Ecstasy,1,0.0062
2020,MAR,U.S. Border Patrol,Southwest Border,Land Only,RIO GRANDE VALLEY SECTOR,Marijuana,61,6008.9952
2020,MAR,U.S. Border Patrol,Southwest Border,Land Only,RIO GRANDE VALLEY SECTOR,Methamphetamine,5,1.7779
2020,MAR,U.S. Border Patrol,Southwest Border,Land Only,RIO GRANDE VALLEY SECTOR,Other Drugs**,6,4.74
2020,MAR,U.S. Border Patrol,Southwest Border,Land Only,SAN DIEGO SECTOR,Cocaine,6,168.1524
2020,MAR,U.S. Border Patrol,Southwest Border,Land Only,SAN DIEGO SECTOR,Fentanyl,2,15.2558
2020,MAR,U.S. Border Patrol,Southwest Border,Land Only,SAN DIEGO SECTOR,Heroin,3,11.6978
2020,MAR,U.S. Border Patrol,Southwest Border,Land Only,SAN DIEGO SECTOR,Marijuana,13,7054.8746
2020,MAR,U.S. Border Patrol,Southwest Border,Land Only,SAN DIEGO SECTOR,Methamphetamine,13,227.6204
2020,MAR,U.S. Border Patrol,Southwest Border,Land Only,SAN DIEGO SECTOR,Other Drugs**,2,352.8027
2020,MAR,U.S. Border Patrol,Southwest Border,Land Only,TUCSON SECTOR,Cocaine,5,23.3379
2020,MAR,U.S. Border Patrol,Southwest Border,Land Only,TUCSON SECTOR,Ecstasy,1,0.0041
2020,MAR,U.S. Border Patrol,Southwest Border,Land Only,TUCSON SECTOR,Fentanyl,4,1.2385
2020,MAR,U.S. Border Patrol,Southwest Border,Land Only,TUCSON SECTOR,Heroin,5,8.979
2020,MAR,U.S. Border Patrol,Southwest Border,Land Only,TUCSON SECTOR,Marijuana,94,6398.6074
2020,MAR,U.S. Border Patrol,Southwest Border,Land Only,TUCSON SECTOR,Methamphetamine,13,116.5069
2020,MAR,U.S. Border Patrol,Southwest Border,Land Only,TUCSON SECTOR,Other Drugs**,4,0.5839
2020,MAR,U.S. Border Patrol,Southwest Border,Land Only,YUMA SECTOR,Ecstasy,1,0.0174
2020,MAR,U.S. Border Patrol,Southwest Border,Land Only,YUMA SECTOR,Fentanyl,4,5.496
2020,MAR,U.S. Border Patrol,Southwest Border,Land Only,YUMA SECTOR,Marijuana,60,237.7786
2020,MAR,U.S. Border Patrol,Southwest Border,Land Only,YUMA SECTOR,Methamphetamine,11,127.3343
2020,MAR,U.S. Border Patrol,Southwest Border,Land Only,YUMA SECTOR,Other Drugs**,5,1.5905
2020,MAY,Office of Field Operations,Coastal/Interior,Other,ATLANTA FIELD OFFICE,Cocaine,1,112.1050602
2020,MAY,Office of Field Operations,Coastal/Interior,Other,ATLANTA FIELD OFFICE,Marijuana,1,0.055115566
2020,MAY,Office of Field Operations,Coastal/Interior,Other,BALTIMORE FIELD OFFICE,Cocaine,2,4.40924524
2020,MAY,Office of Field Operations,Coastal/Interior,Other,BALTIMORE FIELD OFFICE,Ecstasy,1,4.519476371
2020,MAY,Office of Field Operations,Coastal/Interior,Other,BALTIMORE FIELD OFFICE,Fentanyl,1,0.059590949
2020,MAY,Office of Field Operations,Coastal/Interior,Other,BALTIMORE FIELD OFFICE,Ketamine,3,12.4561178
2020,MAY,Office of Field Operations,Coastal/Interior,Other,BALTIMORE FIELD OFFICE,Marijuana,12,60.84427738
2020,MAY,Office of Field Operations,Coastal/Interior,Other,BALTIMORE FIELD OFFICE,Methamphetamine,1,0.137899145
2020,MAY,Office of Field Operations,Coastal/Interior,Other,BALTIMORE FIELD OFFICE,Other Drugs**,29,33.46705322
2020,MAY,Office of Field Operations,Coastal/Interior,Other,CHICAGO FIELD OFFICE,Cocaine,8,8.374699947
2020,MAY,Office of Field Operations,Coastal/Interior,Other,CHICAGO FIELD OFFICE,Ecstasy,88,23.07523381
2020,MAY,Office of Field Operations,Coastal/Interior,Other,CHICAGO FIELD OFFICE,Fentanyl,3,2.891142104
2020,MAY,Office of Field Operations,Coastal/Interior,Other,CHICAGO FIELD OFFICE,Heroin,5,2.622839531
2020,MAY,Office of Field Operations,Coastal/Interior,Other,CHICAGO FIELD OFFICE,Ketamine,12,26.1706342
2020,MAY,Office of Field Operations,Coastal/Interior,Other,CHICAGO FIELD OFFICE,Lsd,3,0.005070632
2020,MAY,Office of Field Operations,Coastal/Interior,Other,CHICAGO FIELD OFFICE,Marijuana,176,1155.680153
2020,MAY,Office of Field Operations,Coastal/Interior,Other,CHICAGO FIELD OFFICE,Methamphetamine,14,196.5447521
2020,MAY,Office of Field Operations,Coastal/Interior,Other,CHICAGO FIELD OFFICE,Other Drugs**,665,1364.095453
2020,MAY,Office of Field Operations,Coastal/Interior,Other,HOUSTON FIELD OFFICE,Marijuana,66,43.98451408
2020,MAY,Office of Field Operations,Coastal/Interior,Other,HOUSTON FIELD OFFICE,Methamphetamine,1,0.017636981
2020,MAY,Office of Field Operations,Coastal/Interior,Other,HOUSTON FIELD OFFICE,Other Drugs**,21,15.17375611
2020,MAY,Office of Field Operations,Coastal/Interior,Other,LOS ANGELES FIELD OFFICE,Cocaine,2,1.106720555
2020,MAY,Office of Field Operations,Coastal/Interior,Other,LOS ANGELES FIELD OFFICE,Ecstasy,18,10.95997271
2020,MAY,Office of Field Operations,Coastal/Interior,Other,LOS ANGELES FIELD OFFICE,Marijuana,57,149.165009
2020,MAY,Office of Field Operations,Coastal/Interior,Other,LOS ANGELES FIELD OFFICE,Methamphetamine,5,4.543087879
2020,MAY,Office of Field Operations,Coastal/Interior,Other,LOS ANGELES FIELD OFFICE,Other Drugs**,60,190.2515246
2020,MAY,Office of Field Operations,Coastal/Interior,Other,MIAMI FIELD OFFICE,Cocaine,21,135.4282038
2020,MAY,Office of Field Operations,Coastal/Interior,Other,MIAMI FIELD OFFICE,Ecstasy,28,19.8590201
2020,MAY,Office of Field Operations,Coastal/Interior,Other,MIAMI FIELD OFFICE,Fentanyl,1,0.000881849
2020,MAY,Office of Field Operations,Coastal/Interior,Other,MIAMI FIELD OFFICE,Heroin,1,0.002204623
2020,MAY,Office of Field Operations,Coastal/Interior,Other,MIAMI FIELD OFFICE,Ketamine,2,0.166008083
2020,MAY,Office of Field Operations,Coastal/Interior,Other,MIAMI FIELD OFFICE,Lsd,40,0.231264913
2020,MAY,Office of Field Operations,Coastal/Interior,Other,MIAMI FIELD OFFICE,Marijuana,29,471.5377153
2020,MAY,Office of Field Operations,Coastal/Interior,Other,MIAMI FIELD OFFICE,Methamphetamine,1,2.755778275
2020,MAY,Office of Field Operations,Coastal/Interior,Other,MIAMI FIELD OFFICE,Other Drugs**,332,414.1162909
2020,MAY,Office of Field Operations,Coastal/Interior,Other,NEW ORLEANS FIELD OFFICE,Cocaine,7,57.11868561
2020,MAY,Office of Field Operations,Coastal/Interior,Other,NEW ORLEANS FIELD OFFICE,Ecstasy,1,0.026896396
2020,MAY,Office of Field Operations,Coastal/Interior,Other,NEW ORLEANS FIELD OFFICE,Heroin,4,7.121592449
2020,MAY,Office of Field Operations,Coastal/Interior,Other,NEW ORLEANS FIELD OFFICE,Ketamine,1,2.314853751
2020,MAY,Office of Field Operations,Coastal/Interior,Other,NEW ORLEANS FIELD OFFICE,Lsd,2,0.051367707
2020,MAY,Office of Field Operations,Coastal/Interior,Other,NEW ORLEANS FIELD OFFICE,Marijuana,15,59.01929077
2020,MAY,Office of Field Operations,Coastal/Interior,Other,NEW ORLEANS FIELD OFFICE,Methamphetamine,9,58.36628155
2020,MAY,Office of Field Operations,Coastal/Interior,Other,NEW ORLEANS FIELD OFFICE,Other Drugs**,220,867.0053239
2020,MAY,Office of Field Operations,Coastal/Interior,Other,NEW YORK FIELD OFFICE,Cocaine,108,1.37127527
2020,MAY,Office of Field Operations,Coastal/Interior,Other,NEW YORK FIELD OFFICE,Ecstasy,948,80.79060053
2020,MAY,Office of Field Operations,Coastal/Interior,Other,NEW YORK FIELD OFFICE,Fentanyl,6,4.614275144
2020,MAY,Office of Field Operations,Coastal/Interior,Other,NEW YORK FIELD OFFICE,Heroin,329,5.619583058
2020,MAY,Office of Field Operations,Coastal/Interior,Other,NEW YORK FIELD OFFICE,Ketamine,17,44.03292759
2020,MAY,Office of Field Operations,Coastal/Interior,Other,NEW YORK FIELD OFFICE,Khat (Catha Edulis),1,723.0059882
2020,MAY,Office of Field Operations,Coastal/Interior,Other,NEW YORK FIELD OFFICE,Lsd,96,0.306442544
2020,MAY,Office of Field Operations,Coastal/Interior,Other,NEW YORK FIELD OFFICE,Marijuana,5,4.611850059
2020,MAY,Office of Field Operations,Coastal/Interior,Other,NEW YORK FIELD OFFICE,Methamphetamine,36,2.136279319
2020,MAY,Office of Field Operations,Coastal/Interior,Other,NEW YORK FIELD OFFICE,Other Drugs**,230,235.2416111
2020,MAY,Office of Field Operations,Coastal/Interior,Other,PRECLEARANCE FIELD OFFICE,Other Drugs**,2,0.221785036
2020,MAY,Office of Field Operations,Coastal/Interior,Other,SAN FRANCISCO FIELD OFFICE,Ecstasy,9,1.893528322
2020,MAY,Office of Field Operations,Coastal/Interior,Other,SAN FRANCISCO FIELD OFFICE,Heroin,1,0.056680848
2020,MAY,Office of Field Operations,Coastal/Interior,Other,SAN FRANCISCO FIELD OFFICE,Khat (Catha Edulis),1,1513.914353
2020,MAY,Office of Field Operations,Coastal/Interior,Other,SAN FRANCISCO FIELD OFFICE,Lsd,4,3.386344437
2020,MAY,Office of Field Operations,Coastal/Interior,Other,SAN FRANCISCO FIELD OFFICE,Marijuana,34,43.5073676
2020,MAY,Office of Field Operations,Coastal/Interior,Other,SAN FRANCISCO FIELD OFFICE,Methamphetamine,6,37.26753602
2020,MAY,Office of Field Operations,Coastal/Interior,Other,SAN FRANCISCO FIELD OFFICE,Other Drugs**,43,622.1164165
2020,MAY,Office of Field Operations,Coastal/Interior,Other,SAN JUAN FIELD OFFICE,Cocaine,28,1044.043355
2020,MAY,Office of Field Operations,Coastal/Interior,Other,SAN JUAN FIELD OFFICE,Marijuana,111,292.7476048
2020,MAY,Office of Field Operations,Coastal/Interior,Other,SAN JUAN FIELD OFFICE,Other Drugs**,14,26.53660155
2020,MAY,Office of Field Operations,Coastal/Interior,Other,TAMPA FIELD OFFICE,Khat (Catha Edulis),1,535.7232967
2020,MAY,Office of Field Operations,Coastal/Interior,Other,TAMPA FIELD OFFICE,Marijuana,2,0.556226287
2020,MAY,Office of Field Operations,Coastal/Interior,Other,TAMPA FIELD OFFICE,Other Drugs**,4,4.654509506
2020,MAY,Office of Field Operations,Northern Border,Land Only,BOSTON FIELD OFFICE,Marijuana,10,0.574745117
2020,MAY,Office of Field Operations,Northern Border,Land Only,BOSTON FIELD OFFICE,Methamphetamine,1,0.002645547
2020,MAY,Office of Field Operations,Northern Border,Land Only,BOSTON FIELD OFFICE,Other Drugs**,1,0.046076613
2020,MAY,Office of Field Operations,Northern Border,Land Only,BUFFALO FIELD OFFICE,Cocaine,1,0.002645547
2020,MAY,Office of Field Operations,Northern Border,Land Only,BUFFALO FIELD OFFICE,Marijuana,30,2657.280873
2020,MAY,Office of Field Operations,Northern Border,Land Only,BUFFALO FIELD OFFICE,Methamphetamine,1,0.101412641
2020,MAY,Office of Field Operations,Northern Border,Land Only,BUFFALO FIELD OFFICE,Other Drugs**,30,31.87200876
2020,MAY,Office of Field Operations,Northern Border,Land Only,DETROIT FIELD OFFICE,Cocaine,4,0.006040666
2020,MAY,Office of Field Operations,Northern Border,Land Only,DETROIT FIELD OFFICE,Ecstasy,2,0.021693487
2020,MAY,Office of Field Operations,Northern Border,Land Only,DETROIT FIELD OFFICE,Heroin,1,0.008377566
2020,MAY,Office of Field Operations,Northern Border,Land Only,DETROIT FIELD OFFICE,Khat (Catha Edulis),1,0.047531664
2020,MAY,Office of Field Operations,Northern Border,Land Only,DETROIT FIELD OFFICE,Marijuana,64,6.431236922
2020,MAY,Office of Field Operations,Northern Border,Land Only,DETROIT FIELD OFFICE,Methamphetamine,2,0.074163505
2020,MAY,Office of Field Operations,Northern Border,Land Only,DETROIT FIELD OFFICE,Other Drugs**,14,2.136499781
2020,MAY,Office of Field Operations,Northern Border,Land Only,SEATTLE FIELD OFFICE,Cocaine,4,134.8581105
2020,MAY,Office of Field Operations,Northern Border,Land Only,SEATTLE FIELD OFFICE,Fentanyl,1,0.003086472
2020,MAY,Office of Field Operations,Northern Border,Land Only,SEATTLE FIELD OFFICE,Heroin,1,0.014793018
2020,MAY,Office of Field Operations,Northern Border,Land Only,SEATTLE FIELD OFFICE,Lsd,1,0.006569775
2020,MAY,Office of Field Operations,Northern Border,Land Only,SEATTLE FIELD OFFICE,Marijuana,34,3.930180745
2020,MAY,Office of Field Operations,Northern Border,Land Only,SEATTLE FIELD OFFICE,Methamphetamine,10,4.598732554
2020,MAY,Office of Field Operations,Northern Border,Land Only,SEATTLE FIELD OFFICE,Other Drugs**,7,5.411025759
2020,MAY,Office of Field Operations,Northern Border,Other,BOSTON FIELD OFFICE,Khat (Catha Edulis),2,1071.512732
2020,MAY,Office of Field Operations,Northern Border,Other,BOSTON FIELD OFFICE,Marijuana,1,0.088184905
2020,MAY,Office of Field Operations,Northern Border,Other,BUFFALO FIELD OFFICE,Marijuana,16,8.226549307
2020,MAY,Office of Field Operations,Northern Border,Other,BUFFALO FIELD OFFICE,Other Drugs**,20,0.158953291
2020,MAY,Office of Field Operations,Northern Border,Other,DETROIT FIELD OFFICE,Lsd,4,0.023876063
2020,MAY,Office of Field Operations,Northern Border,Other,DETROIT FIELD OFFICE,Marijuana,2,0.993491137
2020,MAY,Office of Field Operations,Northern Border,Other,DETROIT FIELD OFFICE,Other Drugs**,10,1.144529833
2020,MAY,Office of Field Operations,Northern Border,Other,PORTLAND FIELD OFFICE,Ecstasy,1,0.05070632
2020,MAY,Office of Field Operations,Northern Border,Other,PORTLAND FIELD OFFICE,Lsd,1,0.095239697
2020,MAY,Office of Field Operations,Northern Border,Other,PORTLAND FIELD OFFICE,Marijuana,6,3.073706903
2020,MAY,Office of Field Operations,Northern Border,Other,PORTLAND FIELD OFFICE,Other Drugs**,5,16.41341541
2020,MAY,Office of Field Operations,Northern Border,Other,SEATTLE FIELD OFFICE,Lsd,20,9.451217172
2020,MAY,Office of Field Operations,Northern Border,Other,SEATTLE FIELD OFFICE,Marijuana,15,28.90628427
2020,MAY,Office of Field Operations,Northern Border,Other,SEATTLE FIELD OFFICE,Other Drugs**,13,9.511182907
2020,MAY,Office of Field Operations,Southwest Border,Land Only,EL PASO FIELD OFFICE,Cocaine,6,42.15551506
2020,MAY,Office of Field Operations,Southwest Border,Land Only,EL PASO FIELD OFFICE,Ecstasy,1,0.009920802
2020,MAY,Office of Field Operations,Southwest Border,Land Only,EL PASO FIELD OFFICE,Fentanyl,1,0.133820593
2020,MAY,Office of Field Operations,Southwest Border,Land Only,EL PASO FIELD OFFICE,Heroin,3,28.13098463
2020,MAY,Office of Field Operations,Southwest Border,Land Only,EL PASO FIELD OFFICE,Marijuana,42,861.6119131
2020,MAY,Office of Field Operations,Southwest Border,Land Only,EL PASO FIELD OFFICE,Methamphetamine,18,118.3908361
2020,MAY,Office of Field Operations,Southwest Border,Land Only,EL PASO FIELD OFFICE,Other Drugs**,45,21.41299244
2020,MAY,Office of Field Operations,Southwest Border,Land Only,LAREDO FIELD OFFICE,Cocaine,10,351.5472711
2020,MAY,Office of Field Operations,Southwest Border,Land Only,LAREDO FIELD OFFICE,Heroin,6,53.27228053
2020,MAY,Office of Field Operations,Southwest Border,Land Only,LAREDO FIELD OFFICE,Marijuana,39,11233.95024
2020,MAY,Office of Field Operations,Southwest Border,Land Only,LAREDO FIELD OFFICE,Methamphetamine,21,3314.709369
2020,MAY,Office of Field Operations,Southwest Border,Land Only,LAREDO FIELD OFFICE,Other Drugs**,78,46.35856194
2020,MAY,Office of Field Operations,Southwest Border,Land Only,SAN DIEGO FIELD OFFICE,Cocaine,23,594.2100608
2020,MAY,Office of Field Operations,Southwest Border,Land Only,SAN DIEGO FIELD OFFICE,Fentanyl,53,152.7830593
2020,MAY,Office of Field Operations,Southwest Border,Land Only,SAN DIEGO FIELD OFFICE,Heroin,66,237.1887779
2020,MAY,Office of Field Operations,Southwest Border,Land Only,SAN DIEGO FIELD OFFICE,Ketamine,1,0.075398094
2020,MAY,Office of Field Operations,Southwest Border,Land Only,SAN DIEGO FIELD OFFICE,Marijuana,108,13875.29617
2020,MAY,Office of Field Operations,Southwest Border,Land Only,SAN DIEGO FIELD OFFICE,Methamphetamine,252,8932.513143
2020,MAY,Office of Field Operations,Southwest Border,Land Only,SAN DIEGO FIELD OFFICE,Other Drugs**,110,197.3362998
2020,MAY,Office of Field Operations,Southwest Border,Land Only,TUCSON FIELD OFFICE,Cocaine,13,114.5861205
